label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
0	845 m^2	0.0156	badminton	GUINEA PIG	187	0.8136	1578	383	Bioengineering	763	935	0.6614	1.1067	1142
2	1329 m^2	0.674	soccer	bird	738	1.132	-275	732	Data Science	931	882	0.8214	0.7818	760
2	877 m^2	0.7164	soccer	bird	995	0.4808	142	713	Games and Playable Media	940	1302	0.7285	1.4603	1148
4	-73 m^2	0.5957	golf	hamster	998	0.8864	1635	1006	human computer interaction	1502	656	0.0558	1.2129	561
0	1209 m^2	0.2077	volleyball	guinea pig	-17	1.407	902	594	TECHNOLOGY AND INFORMATION MANAGEMENT	323	414	1.0273	1.1017	730
4	221 m^2	0.6539	golf	hamster	733	0.7684	571	1633	Human Computer Interaction	1081	1262	0.0099	1.1636	612
1	-63 m^2	0.8826	motor sports	Ferret	915	1.0745	1161	897	sTATISTICS	843	657	0.8739	1.1947	990
5	44 m^2	1.4978	boxing	rabbit	1005	0.92	1164	51	Natural Language Processing	458	625	0.5372	0.7191	569
2	709 m^2	0.7844	baseball	bird	799	1.1744	-140	587	Data Science	1196	700	0.9249	1.0478	883
0	1377 m^2	-0.1564	badminton	reptile	451	1.2192	951	352	Bioinformatics	225	1056	0.5363	1.2611	1201
3	560 m^2	0.6105	Motor Sports	fish	865	1.0113	531	1084	Computational Media	672	454	1.0893	0.376	971
1	283 m^2	1.1096	MOTOR SPORTS	cat	1299	0.7883	1317	529	Statistics	547	167	0.8914	0.6268	1019
2	N/A	0.2886	soccer	pig	998	0.5731	-193	710	Data Science	1282	709	0.6912	0.7446	650
3	727 m^2	0.1763	baseball	ferret	818	0.5305	733	876	Computer Science		930	1.2966	-0.0732	1176
3	913 m^2	0.1098	baseball	chicken	1029	1.1812	996	1707	Computer Engineering	984	984	1.1343	-0.1124	762
2	1412 m^2	0.9461	soccer	pig	948	0.8379	257	565	Data Science	1225	981	0.8404	1.0836	1000
5	660 m^2	0.7358	basketball	pig	989	-0.5086	995	420	Electrical Engineering	543	323	0.9415	1.0462	801
0	1049 m^2	0.3409	badminton	guinea pig	479	0.9901	1443	179	Technology and Information Management	1003	832	0.9092	0.8201	599
2	648 m^2	0.8238	soccer	pig	565	0.7493	309	764	Data Science	1097	1054	0.7761	1.3379	458
0	374 m^2	0.1896	badminton	reptile	465	0.8425	582	754	Technology and Information Management	645	1394	0.9103	0.6968	1121
1	671 m^2	0.6582	motor sports	ferret	1001	0.6415	866	940	Robotics Engineering	634	274	0.7707	1.0294	1201
2	658 m^2	0.7478	soccer	bird	664	0.7937	297	784	Games and Playable Media	762	1226	1.0162	1.4142	985
0	850 m^2	0.017	badminton	reptile	79	0.7296	1122	514	Bioinformatics	513	845	0.7007	0.6724	818
1	474 m^2	0.4815	motor sports	cat	762	0.7538	927	877	Robotics Engineering	806	335	0.7935	0.8702	1020
1	532 m^2	0.7407	motor sports	cat	1281	0.5928	1156	421	Statistics	1443	36	1.0895	1.0264	1284
4	21 m^2	0.563	GOLF	hamster	1106	0.9687	874	1194	Human Computer Interaction	1476	681	0.5743	0.8476	450
5	443 m^2	0.7533	volleyball	rat	812	0.5029	1377	107	Natural Language Processing	514	812	0.8053	1.4161	876
2	1284 m^2	1.0252	soccer	fish	887	0.7457	-121	1313	N/A	1198	690	0.7891	0.805	962
2	901 m^2	0.9316	soccer	bird	840	1.5613	292	753	Games and Playable Media	1122	1273	0.7459	1.0833	1093
5	400 m^2	0.7587	running	dog, rat	1090	0.6498	1275	104	Applied Mathematics	1032	545	0.9975	0.2221	1408
2	1291 m^2	0.2712	soccer	bird	914	1.2383	-28	417	Games and Playable Media	1232	1641	0.7832	0.8111	822
0	1138 m^2	0.1189	volleyball	reptile	-147	1.6647	1110	568	Statistics	285	881	0.8378	0.7408	993
4	0 m^2	0.5322	golf	hamster	835	0.2767	796	1227	Human Computer Interaction	926	462	-0.0326	1.1653	855
4	84 m^2	0.3959	track & field	hamster	836	1.1084	867	1317	Human Computer Interaction	889	1297	0.0011	0.7698	227
5	937 m^2	0.802	football	rabbit	1077	0.7321	1405	27	Natural Language Processing	962	1226	0.4479	1.3968	497
2	310 m^2	0.7945	soccer	pig	405	1.0515	248	671	Data Science	1277	836	0.6741	0.8245	1405
4	842 m^2	1.2409	GOLF	hamster	863	0.8134	514	883	Technology and Information Management	1006	1188	0.1934	1.1467	298
5	242 m^2	0.9124	boxing	dog	1030	0.6422	1253	-56	Biotechnology	891	619	0.5795	0.6371	1041
4	-58 m^2	0.7098	ice hockey	hamster	964	0.8823	909	857	Human Computer Interaction	718	812	-0.0586	0.5784	310
5	552 m^2	0.7952	basketball	dog, rabbit	1219	0.292	1847	595	Natural Language Processing	1336	224	0.3552	0.4551	752
1	56 m^2	0.8824	motor sports	cat	1231	1.0453	845	1004	Data Science	1134	453	0.8077	0.8708	1150
0	676 m^2	0.2692	badminton	guinea pig	202	0.7728	676	96	Human Computer Interaction	485	835	0.9017	1.3354	1107
2	1004 m^2	0.5594	soccer	pig	677	1.0365	-368	710	Games and Playable Media	1527	895	0.8108	0.7613	986
2	801 m^2	0.9125	soccer	pig	853	0.8468	133	561	Games and Playable Media	1100	853	1.1501	0.4706	795
5	774 m^2	0.5201	football	rabbit, dog	1243	0.6499	559	18	Computer Game Design	787	531	1.108	0.3468	638
2	1515 m^2	1.0714	soccer	bird	649	0.5695	96	391	Games and Playable Media	310	829	1.1602	0.9807	586
3	479 m^2	0.5174	baseball	fish	1322	1.6579	535	542	Computer Game Design	885	779	0.9801	0.2056	916
5	264 m^2	0.7684	basketball	dog, rat	1226	0.2329	1459	335	Natural Language Processing	1021	518	0.6384	0.6432	851
0	1161 m^2	-0.2059	badminton	guinea pig	240	1.1177	1151	322	Bioinformatics	501	1019	0.5808	1.1855	852
2	1088 m^2	0.8378	soccer	bird	1370	1.146	143	817	?	934	844	0.7908	0.7694	965
4	109 m^2	0.6655	golf	hamster	1303	1.3453	835	849	Human Computer Interaction	1390	148	0.2667	1.1983	272
3	449 m^2	0.2526	baseball	Ferret	1052	0.9804	762	980	Computer Game Design	745	625	1.1168	0.3619	1185
3	443 m^2	0.17	tennis	chicken	997	0.8619	1122	741	STATISTICS	918	397	0.8853	0.7406	863
0	632 m^2	0.2391	badminton	reptile	-100	0.9421	882	354	technology and information management	431	791	0.9172	1.1657	1066
2	1055 m^2	0.6383	soccer	bird	783	0.9487	117	321	Games and Playable Media	744	827	0.9998	0.9128	1070
1	505 m^2	0.5643	motor sports	reptile	1276	0.4172	1143	647	Robotics Engineering	1117	287	1.0084	1.0036	354
5	553 m^2	0.69	boxing	rabbit	771	-0.1093	1375	-18	Electrical Engineering	1184	654	0.543	1.1051	865
5	605 m^2	0.3377	football	dog	603	0.5847	648	132	Bioengineering	1117	401	0.8429	0.6356	956
0	597 m^2	0.1694	badminton	reptile	345	1.1604	798	663	cOMPUTER eNGINEERING	516	1309	0.6633	0.3366	1030
0	1116 m^2	0.4504	badminton	Reptile	215	0.6215	774	592	Technology and Information Management	494	1305	0.9999	0.7119	1385
2	1201 m^2	0.7393	soccer	pig	1201	1.4667	379	857	Data Science	1080	841	0.7931	0.9772	1214
4	NULL	0.7085	track & field	ferret	1130	1.2702	562	801	Human Computer Interaction	928	948	-0.1858	1.1368	535
4	-183 m^2	0.9779	ice hockey	hamster	1167	0.8741	1269	1677	Human Computer Interaction	928	1240	0.3807	1.015	384
1	-33 m^2	0.7715	motor sports	ferret	1392	0.3874	751	444	Robotics Engineering	845	1	0.6626	1.0021	797
2	936 m^2	0.8589	soccer	pig	850	1.6807	247	1116	Games and Playable Media	1376	832	0.9678	0.3274	735
5	559 m^2	1.0122	boxing	rabbit, rat	1114	0.7268	n/a	142	Electrical Engineering	797	478	1.2533	0.8258	815
0	1246 m^2	-0.0962	badminton	NULL	124	1.5508	1333	-53	Bioinformatics	745	1079	0.9324	0.8454	1361
1	164 m^2	0.7795	motor sports	cat	677	1.2845	291	1142	Statistics	660	202	0.6881	1.2681	302
3	393 m^2	0.2241	tennis	fish	824	0.47	606	375	Computer Engineering	1825	1150	0.6126	0.4709	1350
3	1153 m^2	0.2975	boxing	fish	772	1.0802	577	1099	Human Computer Interaction	1098	867	0.7827	0.1128	1305
3	532 m^2	0.5775	motor sports	FISH	890	1.0504	625	1287	Computational Media	1404	1106	0.8885	0.4861	963
3	1224 m^2	0.4197	badminton	fish	923	1.377	1349	665	Computer Engineering	1100	500	0.7508	0.8207	996
2	1210 m^2	0.9729	soccer	bird	564	1.2204	627	1388	Games and Playable Media	566	880	1.1418	0.8576	937
5	618 m^2	0.7592	boxing	None	1244	0.6376	673	-20	Bioengineering	1260	520	0.4636	0.624	1442
3	211 m^2	0.1814	baseball	reptile	1072	0.8543	417	1204	Technology and Information Management	829	1152	1.132	0.5596	1330
2	1206 m^2	?	soccer	bird	1286	0.8253	624	710	Data Science	568	556	0.5607	1.21	792
2	1085 m^2	1.3911	soccer	pig	312	0.5306	397	894	Bioengineering	1282	775	1.1453	0.7701	1118
1	381 m^2	0.534	MOTOR SPORTS	ferret	904	0.9098	1441	747	Biotechnology	954	244	0.8907	1.1107	624
3	1024 m^2	0.5217	baseball	hamster	662	0.9324	373	740	Computer Science	1272	713	0.5792	0.2228	1131
0	892 m^2	-0.1828	badminton	reptile	551	1.2274	919	-156	Technology and Information Management	620	954	1.5685	0.4641	646
0	468 m^2	-0.0072	volleyball	guinea pig	194	0.9046	679	181	Technology and Information Management	264	251	0.9023	1.0022	NULL
3	1090 m^2	0.3268	tennis	chicken	701	1.1138	782	1143	Computer Game Design	1012	617	1.2372	0.142	614
5	965 m^2	1.0743	football	rat, dog	1115	1.5377	839	31	Natural Language Processing	1258	745	0.8216	0.3731	485
5	789 m^2	0.7733	boxing	rat, dog	984	0.7918	988	-32	Applied Mathematics	1092	923	0.367	1.1045	1072
0	347 m^2	-0.2189	volleyball	guinea pig	38	1.2765	787	577	Technology and Information Management	415	1012	0.6205	1.3844	820
1	145 m^2	0.7527	motor sports	ferret	1344	0.6235	1198	264	Robotics Engineering	732	322	1.2823	1.3665	1161
3	192 m^2	0.3097	tennis	chicken	1182	0.8783	1286	459	Computer Engineering	1059	1312	1.1613	0.784	1065
1	295 m^2	0.8558	motor sports	ferret	1027	1.1075	555	427	Biotechnology	899	378	0.8511	1.0453	901
0	744 m^2	-0.0268	badminton	hamster	164	0.7442	1622	691	Technology and Information Management	953	421	0.6378	0.7089	869
1	315 m^2	0.7982	motor sports	cat	991	1.3459	200	317	Biotechnology	508	303	0.9566	0.9538	935
3	578 m^2	0.5407	baseball	chicken	n/a	0.551	892	608	Computer Game Design	510	413	1.2411	0.0382	728
4	280 m^2	0.793	golf	hamster	974	1.1662	1647	588	Human Computer Interaction	1024	636	0.3193	1.1446	357
1	107 m^2	0.949	motor sports	cat	1052	0.9792	1008	894	BIOTECHNOLOGY	702	-642	0.7158	0.7826	842
0	858 m^2	-0.0871	badminton	guinea pig	126	0.9039	1195	575	Technology and Information Management	998	1049	1.2607	1.2314	1182
2	983 m^2	0.8817	soccer	bird	584	0.9399	-198	936	Games and Playable Media	680	1004	0.608	0.7021	1026
2	1037 m^2	0.9161	soccer	bird	633	1.1772	None	545	Games and Playable Media	679	1333	0.8433	0.5612	893
5	390 m^2	0.9436	running	dog	937	0.4955	1009	-9	Bioengineering	1485	660	1.2196	1.0093	1016
0	929 m^2	-0.0866	volleyball	reptile	403	1.0154	1489	292	Bioinformatics	387	1113	0.9337	1.2331	820
2	976 m^2	0.9012	soccer	pig	824	1.3685	-318	157	Games and Playable Media	1385	581	0.5727	0.4304	1063
0	1038 m^2	-0.311	badminton	REPTILE	923	0.9739	174	753	tECHNOLOGY AND iNFORMATION mANAGEMENT	285	603	1.2305	1.2876	790
2	643 m^2	0.8668	soccer	pig	656	0.4903	-26	996	Human Computer Interaction	990	671	0.868	0.911	375
1	459 m^2	0.605	motor sports	cat	931	1.0083	1028	878	Robotics Engineering	1055	-435	0.6683	1.2918	1222
1	-245 m^2	0.2181	motor sports	hamster	1280	0.9386	1084	826	Biotechnology	961	793	1.178	1.4065	876
4	265 m^2	1.0688	motor sports	HAMSTER	1045	1.4379	1146	1090	Human Computer Interaction	870	684	0.4407	0.3555	837
2	537 m^2	0.6421	soccer	bird	731	1.1557	-157	992	Games and Playable Media	947	619	0.9759	0.7093	1162
2	862 m^2	0.8194	motor sports	pig	764	0.4883	173	451	Data Science	1069	919	0.8905	0.4509	1029
0	465 m^2	0.7184	volleyball	reptile	49	0.9041	1334	-13	TECHNOLOGY AND INFORMATION MANAGEMENT	568	417	1.003	0.3242	1477
0	695 m^2	0.0182	badminton	reptile	164	0.7338	825	759	Technology and Information Management	651	1124	1.2363	1.0314	860
4	-93 m^2	0.9407	badminton	hamster	486	0.1119	534	1201	Human Computer Interaction	551	492	0.7751	1.0302	413
4	-184 m^2	1.0317	track & field	hamster	915	1.2877	673	883	Human Computer Interaction	1085	860	0.4305	0.9698	211
1	219 m^2	0.77	motor sports	FERRET	911	1.0719	1628	-15	bIOTECHNOLOGY	953	239	1.1407	1.1366	772
3	654 m^2	0.9606	baseball	FISH	770	1.5854	782	999	Data Science	964	936	0.6974	0.5976	845
0	?	0.0025	badminton	reptile	344	0.7934	625	977	Technology and Information Management	548	1304	0.9681	1.2421	1353
4	-1 m^2	0.9374	ice hockey	HAMSTER	627	1.1173	658	422	Bioengineering	866	1255	0.2687	1.3403	582
0	1204 m^2	-0.5499	BOXING	reptile	215	0.7713	1602	-323	Bioinformatics	346	932	1.2288	0.8859	1115
3	1409 m^2	0.7242	baseball	fish	1319	0.8836	1317	366	Computer Game Design	862	786	1.1688	0.6713	943
5	433 m^2	1.3604	boxing	dog, rabbit	1007	0.499	568	530	Applied Mathematics	1345	507	0.5311	0.7773	745
4	7 m^2	1.006	track & field	hamster	908	1.6883	805	983	Human Computer Interaction	409	1573	0.1284	0.7423	437
2	938 m^2	1.1651	soccer	pig	889	0.7872	69	417	Data Science	649	123	0.9844	1.5321	974
0	564 m^2	0.3637	badminton	reptile	409	1.3808	802	252	Bioinformatics	727	628	0.8476	0.9087	1119
2	1074 m^2	1.1446	soccer	pig	906	0.3618	36	641	Data Science	1068	659	0.7189	0.8248	1045
4	267 m^2	1.0166	GOLF	hamster	914	1.0365	1208	1184	Human Computer Interaction	934	929	0.2126	1.357	314
0	785 m^2	0.2363	volleyball	reptile	640	0.6064	913	579	Bioinformatics	-83	592	0.5877	0.6675	983
1	81 m^2	0.3622	motor sports	Guinea Pig	805	1.4452	612	166	Statistics	753	214	1.4012	0.0685	923
4	-112 m^2	0.7134	track & field	Hamster	1192	0.4712	576	1317	Human Computer Interaction	1084	1315	-0.0651	1.0042	507
4	235 m^2	0.8154	track & field	hamster	1191	1.0285	822	818	Human Computer Interaction	1572	1067	0.3078	1.0086	569
5	772 m^2	1.1962	boxing	rat	1204	0.4351	706	-248	Electrical Engineering	1276	357	1.2561	0.6964	1120
0	720 m^2	-0.0389	badminton	reptile	732	0.9829	1369	1038	Bioinformatics	305	919	0.9125	1.3794	1219
5	894 m^2	0.8057	basketball	FISH	1268	0.4743	1381	-92	Natural Language Processing	897	366	0.5036	1.1571	909
3	628 m^2	0.3112	tennis	fish	1165	0.7005	600	1402	Computer Engineering	1344	615	1.2494	0.2512	1148
4	-299 m^2	1.2189	ice hockey	hamster	877	?	1231	1258	Human Computer Interaction	938	1135	0.57	1.1214	947
0	823 m^2	-0.0912	volleyball	reptile	164	1.1912	606	329	Bioinformatics	-89	1083	1.1411	1.4303	700
0	1010 m^2	0.225	badminton	guinea pig	277	1.1776	1232	384	Biotechnology	813	1391	1.4991	1.5517	1114
2	1087 m^2	0.951	soccer	pig	1142	0.8551	317	805	Data Science	865	1032	0.6385	0.7097	908
4	503 m^2	0.7871	ice hockey	hamster	782	1.3943	1119	895	Human Computer Interaction	675	795	0.6501	1.3134	558
4	130 m^2	0.7406	ICE HOCKEY	hamster	766	1.1543	1060	1434	Human Computer Interaction	1131	1062	0.2969	1.204	364
2	1058 m^2	0.3086	soccer	bird	583	1.4569	560	886	Games and Playable Media	1062	1041	0.4836	0.739	838
0	1043 m^2	-0.292	volleyball	guinea pig	392	1.1142	1149	869	Technology and Information Management	614	978	1.4876	1.8826	884
5	1137 m^2	1.0241	basketball	dog	939	0.0346	1492	146	Bioengineering	1173	440	0.5458	0.1718	896
5	496 m^2	1.0374	running	rat, dog	896	0.1675	1465	87	Bioengineering	1216	1021	0.5063	0.3768	944
0	922 m^2	-0.0279	badminton	guinea pig	222	0.7919	940	618	Technology and Information Management	45	957	1.2679	0.4067	1267
3	527 m^2	0.6822		FISH	850	0.7253	384	753	Computer Engineering	1012	-49	1.3709	0.527	802
3	930 m^2	0.5664	tennis	fish	1104	1.3706	462	806	Computer Game Design	1062	800	1.2325	0.3539	768
2	333 m^2	0.9129	soccer	pig	550	1.2221	292	622	Data Science	896	1079	0.7526	1.4788	1021
4	-42 m^2	0.4637	golf	hamster	971	0.8871	1183	545	Human Computer Interaction	1304	1100	0.3511	0.5242	-173
0	1100 m^2	-0.5001	volleyball	guinea pig	559	1.0405	1300	309	Human Computer Interaction	428	560	1.0958	1.0477	1274
0	686 m^2	-0.0517	badminton	reptile	233	0.6351	1336	450	Bioinformatics	419	985	0.8133	0.4905	720
1	32 m^2	1.2341	motor sports	rat, dog	1024	0.6236	895	693	Biotechnology	938	667	0.9383	0.7703	1076
5	265 m^2	1.4281	basketball	rabbit, rat	1073	0.7756	1162	83	Natural Language Processing	599	466	0.3161	0.7198	433
4	358 m^2	0.7119	ice hockey	hamster	735	0.6439	757	1756	Human Computer Interaction	1049	1166	0.0879	0.9879	155
5	502 m^2	1.429	basketball	rat, dog	1111	0.8929	799	-117	Electrical Engineering	1330	870	0.8739	1.0243	924
0	990 m^2	-0.0663	volleyball	hamster	306	1.501	-28	199	Bioinformatics	541	428	1.1409	0.3383	952
0	1179 m^2	0.3358	BADMINTON	hamster	213	0.5483	1098	-127	Bioinformatics	461	887	0.9874	0.8018	1279
0	367 m^2	-0.0661	tennis	guinea pig	103	1.0988	1067	124	Bioinformatics	-206	870	0.8075	1.5543	1269
5	393 m^2	1.2634	boxing	dog	?	0.6298	1360	54	Bioengineering	938	1126	0.9464	0.5415	1411
2	183 m^2	0.8991	soccer	Bird	517	1.1465	126	690	Data Science	840	838	0.967	1.5116	641
2	1118 m^2	1.0534	soccer	bird	774	0.8925	487	910	Games and Playable Media	929	936	1.1289	0.973	829
5	752 m^2	0.8938	basketball	rabbit, dog	796	0.8532	587	140	Biotechnology	926	389	0.7974	0.343	1031
5	1049 m^2	1.022	running	rabbit	996	0.3789	943	91	STATISTICS	905	1017	0.3745	0.539	695
3	897 m^2	0.353	baseball	fish	1484	0.8105	1081	1667	Computer Science	1286	1094	0.4731	0.3756	742
1	139 m^2	0.6704	motor sports	ferret	844	1.0364	522	606	Computer Game Design	338	329	0.8699	1.4881	926
3	647 m^2	0.632	tennis	FISH	839	0.2898	1609	1190	Computer Engineering	898	1383	0.8492	0.6596	833
1	-6 m^2	0.7523	motor sports	cat	1378	0.7532	758	476	Robotics Engineering	1129	122	0.9997	1.2878	1493
4	13 m^2	0.5741	track & field	rabbit	658	0.6645	1116	692	Human Computer Interaction	764	395	0.4491	1.3511	408
3	1034 m^2	0.4591	tennis	fish	1661	0.9422	947	455	Computer Engineering	436	1044	0.8946	-0.0899	933
4	68 m^2	0.9749	golf	hamster	349	0.8539	1197	1457	Human Computer Interaction	1160	1393	0.3296	0.9367	825
0	1034 m^2	0.2613	volleyball	reptile	421	1.1902	1156	761	Bioinformatics	323	-54	1.0647	1.1016	923
5	892 m^2	1.2297	running	dog, rabbit	563	0.1019	805	635	Bioengineering	1375	531	0.8798	0.6097	949
5	402 m^2	0.6782	football	rat	547	0.1824	953	-92	Electrical Engineering	1428	538	0.7855	1.1027	921
5	423 m^2	1.1554	basketball	rabbit, rat	997	0.4728	1159	140	Natural Language Processing	990	290	0.3194	0.8282	438
3	851 m^2	0.73	baseball	chicken	861	0.3777	295	1115	Computer Engineering	1282	486	1.1732	0.5454	936
3	1088 m^2	0.4156	tennis	fish	745	0.7355	764	671	Computer Game Design	882	1236	1.0254	0.2981	998
4	183 m^2	0.6836	ICE HOCKEY	hamster	939	1.0373	730	1005	Human Computer Interaction	1330	636	-0.2576	1.1705	N/A
0	1082 m^2	-0.0759	volleyball	guinea pig	248	0.7171	957	42	bioinformatics	506	592	0.8639	0.4692	1061
0	1232 m^2	-0.0287	badminton	reptile	446	1.0137	1338	-135	Bioinformatics	202	872	0.6635	1.0409	854
1	223 m^2	0.5086	motor sports	NULL	1096	0.669	1438	539	Robotics Engineering	612	543	0.5257	N/A	1053
2	986 m^2	0.722	soccer	bird	688	1.2797	179	989	Technology and Information Management	1272	844	0.5777	0.9634	1106
0	434 m^2	-0.0428	badminton	guinea pig	91	1.1855	670	250	Technology and Information Management	431	538	0.8318	0.4161	1192
0	300 m^2	0.1292	volleyball	reptile	308	0.9629	841	246	Bioinformatics	639	495	0.6581	0.8026	1062
1	660 m^2	0.6723	motor sports	ferret	1078	1.0391	917	1159	Robotics Engineering	1094	764	1.4104	1.2152	556
4	-525 m^2	0.7834	track & field	hamster	777	0.8442	n/a	1182	Human Computer Interaction	910	1031	0.594	0.8587	232
1	475 m^2	0.8576	motor sports	cat	1009	0.9884	960	797	Statistics	939	118	1.5497	1.7073	1028
0	1245 m^2	0.0208	badminton	guinea pig	554	0.3401	973	458	Technology and Information Management	680	891	1.5488	0.8527	1210
1	776 m^2	0.6303	motor sports	ferret	1033	0.8823	897	N/A	Robotics Engineering	627	437	1.1259	1.4774	1296
3	1009 m^2	0.3767	baseball	fish	1319	1.0465	667	1095	Computer Science	847	1198	1.4276	0.916	812
3	607 m^2	0.1488	tennis	fish	734	0.6	764	679	Computer Engineering	1657	920	0.9876	0.4392	1330
5	574 m^2	0.6465	running	rat, dog	947	0.193	1041	342	Bioengineering	656	910	0.4901	0.9056	1040
3	307 m^2	0.0881	tennis	fish	696	1.2285	859	1072	Computer Engineering	836	654	0.6314	0.9698	459
4	689 m^2	1.014	golf	hamster	708	0.8647	958	520	HUMAN COMPUTER INTERACTION	790	1282	-0.0632	1.3604	648
5	722 m^2	0.9616	boxing	pig	1138	0.2391	926	-395	Applied Mathematics	1624	627	0.5871	1.1306	491
0	133 m^2	0.3047	volleyball	guinea pig	514	1.3403	876	9	Human Computer Interaction	15	305	1.4475	1.227	1033
1	1052 m^2	0.8807	motor sports	ferret	1046	1.2946	1332	713	Robotics Engineering	1133	673	0.9808	1.0327	1101
2	1288 m^2	0.8371	soccer	bird	975	0.9001	257	896	Data Science	146	525	0.543	1.0484	872
4	-488 m^2	0.7923	track & field	hamster	592	0.4174	407	729	Human Computer Interaction	1371	936	0.1471	0.5424	337
2	787 m^2	0.8739	soccer	pig	1054	1.5183	243	350	Data Science	891	766	1.2103	1.2283	932
5	974 m^2	1.1223	running	ferret	520	0.5046	1376	-118	Applied Mathematics	1192	923	1.0246	0.823	1102
2	978 m^2	1.0628	soccer	pig	325	1.0791	125	1201	Games and Playable Media	996	331	0.319	0.4436	679
0	741 m^2	-0.1612	volleyball	reptile	220	1.0744	1416	665	Bioinformatics	260	1198	1.0196	0.9482	994
3	813 m^2	0.6256	baseball	fish	1043	0.9329	932	908	Computer Science	741	678	1.0415	0.2606	1757
0	746 m^2	0.523	badminton	guinea pig	541	1.0649	932	576	Bioinformatics	707	450	1.1766	1.1472	833
0	1056 m^2	0.1493	volleyball	REPTILE	354	0.6927	1039	-382	Technology and Information Management	462	908	0.7942	0.4086	1096
1	515 m^2	0.9144	motor sports	cat	1103	0.7977	557	461	Statistics	972	476	1.1127	1.1059	1175
2	811 m^2	0.6793	running	hamster	594	1.2727	243	584	Data Science	1021	1033	0.7347	0.8038	350
5	611 m^2	0.8068	running	cat	1186	0.5507	440	234	Natural Language Processing	801	86	0.2507	1.2154	873
1	717 m^2	0.4174	volleyball	cat	858	0.9467	1342	953	Biotechnology	1353	284	0.5112	0.8193	957
4	180 m^2	0.9165	soccer	hamster	936	1.1697	776	661	Human Computer Interaction	1340	1517	0.2148	1.7927	650
2	854 m^2	NULL	soccer	bird	728	1.0002	512	636	Games and Playable Media	1275	608	0.8134	0.8287	n/a
4	256 m^2	0.2954	track & field	hamster	1504	1.0748	1069	662	Games and Playable Media	938	932	0.2713	1.1753	484
4	-173 m^2	0.5906	ice hockey	hamster	1449	0.9363	1119	1195	Human Computer Interaction	723	1269	0.0021	0.9089	380
5	818 m^2	1.0883	boxing	pig	1017	0.6491	880	-170	Bioengineering	553	599	0.6496	0.6788	1373
0	613 m^2	0.2623	badminton	bird	426	0.7592	1320	490	Technology and Information Management	448	1034	1.3464	0.985	1084
1	-10 m^2	0.5635	Motor Sports	cat	1127	1.0107	804	202	Robotics Engineering	877	-43	1.2232	1.1537	1047
2	833 m^2	0.5786	soccer	pig	665	0.8068	211	545	Bioinformatics	1283	1098	0.7258	1.3207	766
1	695 m^2	0.6962	motor sports	cat	625	0.6389	1570	1167	Robotics Engineering	1299	-90	0.7653	1.1016	846
2	862 m^2	1.189	soccer	pig	584	0.7402	161	810	Data Science	943	1081	1.0953	0.6795	950
3	1024 m^2	0.235	tennis	chicken	1527	1.3667	732	782	Computer Game Design	1622	762	1.2947	0.0292	1021
2	817 m^2	0.8727	soccer	cat	945	1.0696	795	309	Games and Playable Media	787	784	1.1421	0.7076	584
4	-154 m^2	0.7041	NULL	hamster	1375	0.87	1076	1249	Human Computer Interaction	743	1455	0.3523	0.7568	659
0	932 m^2	0.292	volleyball	guinea pig	503	0.5939	?	562	Technology and Information Management	76	916	1.1203	0.5657	860
4	107 m^2	0.9462	ice hockey	hamster	242	0.9926	1228	647	Human Computer Interaction	895	696	-0.1043	0.3114	194
0	1086 m^2	0.3524	volleyball	reptile	324	1.0669	48	612	Technology and Information Management	650	439	0.6525	0.6604	1768
0	668 m^2	0.2618	volleyball	guinea pig	30	1.0678	596	233	Technology and Information Management	463	1032	0.5136	1.2236	713
1	226 m^2	0.536	motor sports	cat	961	0.6778	1596	877	Statistics	824	121	1.1216	0.6331	504
1	194 m^2	0.8037	motor sports	ferret	1012	0.8817	458	1001	Biotechnology	958	558	0.9746	1.0275	1278
5	351 m^2	0.6482	running	rabbit	998	0.2524	765	92	Bioengineering	817	860	0.6591	0.9908	809
0	265 m^2	0.024	volleyball	reptile	92	1.213	438	72	Human Computer Interaction	650	514	0.5439	0.4811	1405
0	520 m^2	0.0817	badminton	reptile	339	0.4712	242	39	Technology and Information Management	437	651	0.2726	1.4519	600
5	486 m^2	1.024	basketball	dog, rabbit	NULL	0.6881	874	-35	Natural Language Processing	1209	0	0.4129	0.5847	857
0	1067 m^2	0.3721	badminton	guinea pig	103	1.094	973	813	Technology and Information Management	692	1428	1.189	1.1973	789
4	418 m^2	0.9332	track & field	hamster	1033	1.1711	1142	778	Technology and Information Management	508	1452	0.0307	0.8611	-83
2	1136 m^2	1.3942	soccer	bird	830	1.1749	478	166	Games and Playable Media	935	864	0.3262	1.553	892
0	998 m^2	-0.1329	volleyball	reptile	117	1.4339	986	855	Bioinformatics	579	330	1.0573	1.5359	1267
5	836 m^2	0.9201	motor sports	rabbit, rat	820	0.6485	1394	-567	Applied Mathematics	669	366	0.4968	0.0343	759
5	32 m^2	1.1034	running	rabbit	606	0.734	342	26	Bioengineering	540	914	0.3624	1.2582	725
5	694 m^2	0.9676	running	rat, rabbit	549	-0.2217	1206	132	Applied Mathematics	1048	1208	1.0651	1.0984	962
2	777 m^2	0.7909	soccer	guinea pig	1070	1.0912	287	849	Statistics	1403	1120	1.155	0.4899	1046
